  Frequency  1:           0.894014343E+01
  Frequency  2:           0.323353290E+02
  Frequency  3:           0.558631885E+02
  Frequency  4:           0.108330254E+03
  Frequency  5:           0.155727004E+03
  Frequency  6:           0.215825295E+03
  Frequency  7:           0.220986476E+03
  Frequency  8:           0.303227073E+03
  Frequency  9:           0.365244247E+03
  Frequency 10:           0.497030995E+03
