  ID                  X_EVAL            Y_EVAL            Z_EVAL                 X_REQ             Y_REQ             Z_REQ          LAM    ELE  S_ELE                     U_X               U_Y               U_Z             EPS_XX(LOC)       EPS_YY(LOC)       EPS_ZZ(LOC)       EPS_XZ(LOC)       EPS_YZ(LOC)       EPS_XY(LOC)           EPS_XX(GLB)       EPS_YY(GLB)       EPS_ZZ(GLB)       EPS_XZ(GLB)       EPS_YZ(GLB)       EPS_XY(GLB)             SIG_XX(LOC)       SIG_YY(LOC)       SIG_ZZ(LOC)       SIG_XZ(LOC)       SIG_YZ(LOC)       SIG_XY(LOC)           SIG_XX(GLB)       SIG_YY(GLB)       SIG_ZZ(GLB)       SIG_XZ(GLB)       SIG_YZ(GLB)       SIG_XY(GLB)                    DT              VOLT                %H
   1        -0.560700739E-17   0.499999997E+00  -0.299999003E-02       0.000000000E+00   0.500000000E+00  -0.299999000E-02            1      5      1         0.746384488E-18   0.276662704E-02  -0.915496054E-05        -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.584728644E-07  -0.113549475E-19      -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.584728644E-07  -0.113549475E-19         0.307193349E+07   0.236774329E+09  -0.286958353E+06  -0.714729412E-16  -0.847856534E+02  -0.590457271E-10       0.307193349E+07   0.236774329E+09  -0.286958353E+06  -0.714729412E-16  -0.847856534E+02  -0.590457271E-10       0.000000000E+00   0.000000000E+00   0.000000000E+00
   2        -0.560700739E-17   0.499999997E+00  -0.250000003E-02       0.000000000E+00   0.500000000E+00  -0.250000000E-02            1      5      1         0.746382827E-18   0.276662704E-02  -0.762915924E-05        -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.487275496E-07  -0.113549594E-19      -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.487275496E-07  -0.113549594E-19         0.307193349E+07   0.236774329E+09  -0.286958353E+06  -0.714729412E-16  -0.706549469E+02  -0.590457886E-10       0.307193349E+07   0.236774329E+09  -0.286958353E+06  -0.714729412E-16  -0.706549469E+02  -0.590457886E-10       0.000000000E+00   0.000000000E+00   0.000000000E+00
   3        -0.560700739E-17   0.499999997E+00  -0.200000000E-02       0.000000000E+00   0.500000000E+00  -0.200000000E-02            1      5      1         0.746381167E-18   0.276662704E-02  -0.610332730E-05        -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.389820391E-07  -0.113549712E-19      -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.389820391E-07  -0.113549712E-19         0.307193349E+07   0.236774329E+09  -0.286958353E+06  -0.714729412E-16  -0.565239567E+02  -0.590458502E-10       0.307193349E+07   0.236774329E+09  -0.286958353E+06  -0.714729412E-16  -0.565239567E+02  -0.590458502E-10       0.000000000E+00   0.000000000E+00   0.000000000E+00
   4        -0.560700739E-17   0.499999997E+00  -0.149999997E-02       0.000000000E+00   0.500000000E+00  -0.150000000E-02            1      5      1         0.746379506E-18   0.276662704E-02  -0.457749537E-05        -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.292365286E-07  -0.113549830E-19      -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.292365286E-07  -0.113549830E-19         0.307193349E+07   0.236774329E+09  -0.286958353E+06  -0.714729412E-16  -0.423929665E+02  -0.590459117E-10       0.307193349E+07   0.236774329E+09  -0.286958353E+06  -0.714729412E-16  -0.423929665E+02  -0.590459117E-10       0.000000000E+00   0.000000000E+00   0.000000000E+00
   5        -0.560700739E-17   0.499999997E+00  -0.100000997E-02       0.000000000E+00   0.500000000E+00  -0.100001000E-02            1      5      1         0.746377845E-18   0.276662704E-02  -0.305169406E-05        -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.194912138E-07  -0.113549949E-19      -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.194912138E-07  -0.113549949E-19         0.307193349E+07   0.236774329E+09  -0.286958353E+06  -0.714729412E-16  -0.282622600E+02  -0.590459733E-10       0.307193349E+07   0.236774329E+09  -0.286958353E+06  -0.714729412E-16  -0.282622600E+02  -0.590459733E-10       0.000000000E+00   0.000000000E+00   0.000000000E+00
 
   6        -0.560700739E-17   0.499999997E+00  -0.999990034E-03       0.000000000E+00   0.500000000E+00  -0.999990000E-03            2      5      2         0.746377845E-18   0.276662704E-02  -0.305163324E-05        -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.194908253E-07  -0.113549949E-19      -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.194908253E-07  -0.113549949E-19        -0.614258186E+07  -0.473544982E+09   0.576942771E+06  -0.449543811E-14  -0.101352292E+03   0.118097894E-09      -0.614258186E+07  -0.473544982E+09   0.576942771E+06  -0.449543811E-14  -0.101352292E+03   0.118097894E-09       0.000000000E+00   0.000000000E+00   0.000000000E+00
   7        -0.560700739E-17   0.499999997E+00  -0.500000035E-03       0.000000000E+00   0.500000000E+00  -0.500000000E-03            2      5      2         0.746376185E-18   0.276662704E-02  -0.152583193E-05        -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.974551045E-08  -0.113550067E-19      -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.974551045E-08  -0.113550067E-19        -0.614258186E+07  -0.473544982E+09   0.576942771E+06  -0.225770649E-14  -0.506766544E+02   0.118097833E-09      -0.614258186E+07  -0.473544982E+09   0.576942771E+06  -0.225770649E-14  -0.506766544E+02   0.118097833E-09       0.000000000E+00   0.000000000E+00   0.000000000E+00
   8        -0.560700739E-17   0.499999997E+00  -0.560700739E-19       0.000000000E+00   0.500000000E+00   0.000000000E+00            2      5      2         0.746374524E-18   0.276662704E-02  -0.254048879E-16        -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.355516994E-19  -0.113550185E-19      -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25  -0.355516994E-19  -0.113550185E-19        -0.614258186E+07  -0.473544982E+09   0.576942771E+06  -0.199299548E-16  -0.184868837E-09   0.118097771E-09      -0.614258186E+07  -0.473544982E+09   0.576942771E+06  -0.199299548E-16  -0.184868837E-09   0.118097771E-09       0.000000000E+00   0.000000000E+00   0.000000000E+00
   9        -0.560700739E-17   0.499999997E+00   0.500000035E-03       0.000000000E+00   0.500000000E+00   0.500000000E-03            2      5      2         0.746372863E-18   0.276662704E-02   0.152583193E-05        -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25   0.974551045E-08  -0.113550304E-19      -0.677417606E-04   0.553144089E-02   0.305166365E-02  -0.137447964E-25   0.974551045E-08  -0.113550304E-19        -0.614258186E+07  -0.473544982E+09   0.576942771E+06   0.221784658E-14   0.506766544E+02   0.118097710E-09      -0.614258186E+07  -0.473544982E+09   0.576942771E+06   0.221784658E-14   0.506766544E+02   0.118097710E-09       0.000000000E+00   0.000000000E+00   0.000000000E+00
