  ID                  X_EVAL            Y_EVAL            Z_EVAL                 X_REQ             Y_REQ             Z_REQ          LAM    ELE  S_ELE                     U_X               U_Y               U_Z             EPS_XX(LOC)       EPS_YY(LOC)       EPS_ZZ(LOC)       EPS_XZ(LOC)       EPS_YZ(LOC)       EPS_XY(LOC)           EPS_XX(GLB)       EPS_YY(GLB)       EPS_ZZ(GLB)       EPS_XZ(GLB)       EPS_YZ(GLB)       EPS_XY(GLB)             SIG_XX(LOC)       SIG_YY(LOC)       SIG_ZZ(LOC)       SIG_XZ(LOC)       SIG_YZ(LOC)       SIG_XY(LOC)           SIG_XX(GLB)       SIG_YY(GLB)       SIG_ZZ(GLB)       SIG_XZ(GLB)       SIG_YZ(GLB)       SIG_XY(GLB)                    DT              VOLT                %H
   1        -0.560700739E-17   0.499999997E+00  -0.299999003E-02       0.000000000E+00   0.500000000E+00  -0.299999000E-02            1      5      1         0.534460022E-19   0.469074187E-03   0.434638032E-01        -0.634432876E-20   0.625432234E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.542934409E-24      -0.634432876E-20   0.625432234E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.542934409E-24         0.282354612E+07   0.863096482E+08   0.282354612E+07  -0.622413193E-11   0.895104578E+05   0.282325893E-14       0.282354612E+07   0.863096482E+08   0.282354612E+07  -0.622413193E-11   0.895104578E+05   0.282325893E-14       0.000000000E+00   0.000000000E+00   0.000000000E+00
   2        -0.560700739E-17   0.499999997E+00  -0.250000003E-02       0.000000000E+00   0.500000000E+00  -0.250000000E-02            1      5      1         0.534453399E-19   0.390896460E-03   0.434638032E-01        -0.634432876E-20   0.521195267E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.453052874E-24      -0.634432876E-20   0.521195267E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.453052874E-24         0.235296295E+07   0.719249468E+08   0.235296295E+07  -0.622413193E-11   0.895104578E+05   0.235587494E-14       0.235296295E+07   0.719249468E+08   0.235296295E+07  -0.622413193E-11   0.895104578E+05   0.235587494E-14       0.000000000E+00   0.000000000E+00   0.000000000E+00
   3        -0.560700739E-17   0.499999997E+00  -0.200000000E-02       0.000000000E+00   0.500000000E+00  -0.200000000E-02            1      5      1         0.534446775E-19   0.312717163E-03   0.434638032E-01        -0.634432876E-20   0.416956208E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.363169533E-24      -0.634432876E-20   0.416956208E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.363169533E-24         0.188237033E+07   0.575399566E+08   0.188237033E+07  -0.622413193E-11   0.895104578E+05   0.188848157E-14       0.188237033E+07   0.575399566E+08   0.188237033E+07  -0.622413193E-11   0.895104578E+05   0.188848157E-14       0.000000000E+00   0.000000000E+00   0.000000000E+00
   4        -0.560700739E-17   0.499999997E+00  -0.149999997E-02       0.000000000E+00   0.500000000E+00  -0.150000000E-02            1      5      1         0.534440151E-19   0.234537867E-03   0.434638032E-01        -0.634432876E-20   0.312717148E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.273286193E-24      -0.634432876E-20   0.312717148E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.273286193E-24         0.141177772E+07   0.431549665E+08   0.141177772E+07  -0.622413193E-11   0.895104578E+05   0.142108820E-14       0.141177772E+07   0.431549665E+08   0.141177772E+07  -0.622413193E-11   0.895104578E+05   0.142108820E-14       0.000000000E+00   0.000000000E+00   0.000000000E+00
   5        -0.560700739E-17   0.499999997E+00  -0.100000997E-02       0.000000000E+00   0.500000000E+00  -0.100001000E-02            1      5      1         0.534433528E-19   0.156360140E-03   0.434638032E-01        -0.634432876E-20   0.208480181E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.183404657E-24      -0.634432876E-20   0.208480181E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.183404657E-24         0.941194546E+06   0.287702650E+08   0.941194546E+06  -0.622413193E-11   0.895104578E+05   0.953704214E-15       0.941194546E+06   0.287702650E+08   0.941194546E+06  -0.622413193E-11   0.895104578E+05   0.953704214E-15       0.000000000E+00   0.000000000E+00   0.000000000E+00
 
   6        -0.560700739E-17   0.499999997E+00  -0.999990034E-03       0.000000000E+00   0.500000000E+00  -0.999990000E-03            2      5      2         0.534433528E-19   0.156357023E-03   0.434638032E-01        -0.634432876E-20   0.208476026E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.183401073E-24      -0.634432876E-20   0.208476026E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.183401073E-24         0.941175786E+06   0.198052225E+07   0.973341673E+06   0.124392561E-10   0.321003021E+06  -0.140469889E-10       0.941175786E+06   0.198052225E+07   0.973341673E+06   0.124392561E-10   0.321003021E+06  -0.140469889E-10       0.000000000E+00   0.000000000E+00   0.000000000E+00
   7        -0.560700739E-17   0.499999997E+00  -0.500000035E-03       0.000000000E+00   0.500000000E+00  -0.500000000E-03            2      5      2         0.534426904E-19   0.781792963E-04   0.434638032E-01        -0.634432876E-20   0.104239059E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.935195375E-25      -0.634432876E-20   0.104239059E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.935195375E-25         0.470592616E+06   0.990271062E+06   0.486675720E+06   0.124392561E-10   0.321003021E+06  -0.702355550E-11       0.470592616E+06   0.990271062E+06   0.486675720E+06   0.124392561E-10   0.321003021E+06  -0.702355550E-11       0.000000000E+00   0.000000000E+00   0.000000000E+00
   8        -0.560700739E-17   0.499999997E+00  -0.560700739E-19       0.000000000E+00   0.500000000E+00   0.000000000E+00            2      5      2         0.534420281E-19   0.109302128E-19   0.434638032E-01        -0.634432876E-20  -0.206076364E-19   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.363619738E-26      -0.634432876E-20  -0.206076364E-19   0.757686810E-18  -0.119694845E-20   0.617313502E-04   0.363619738E-26         0.243602522E-08   0.331310582E-08   0.855411077E-08   0.124392561E-10   0.321003021E+06   0.189082265E-16       0.243602522E-08   0.331310582E-08   0.855411077E-08   0.124392561E-10   0.321003021E+06   0.189082265E-16       0.000000000E+00   0.000000000E+00   0.000000000E+00
   9        -0.560700739E-17   0.499999997E+00   0.500000035E-03       0.000000000E+00   0.500000000E+00   0.500000000E-03            2      5      2         0.534413657E-19  -0.781792963E-04   0.434638032E-01        -0.634432876E-20  -0.104239059E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04  -0.862471420E-25      -0.634432876E-20  -0.104239059E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04  -0.862471420E-25        -0.470592616E+06  -0.990271062E+06  -0.486675720E+06   0.124392561E-10   0.321003021E+06   0.702359331E-11      -0.470592616E+06  -0.990271062E+06  -0.486675720E+06   0.124392561E-10   0.321003021E+06   0.702359331E-11       0.000000000E+00   0.000000000E+00   0.000000000E+00
  10        -0.560700739E-17   0.499999997E+00   0.999990034E-03       0.000000000E+00   0.500000000E+00   0.999990000E-03            2      5      2         0.534407033E-19  -0.156357023E-03   0.434638032E-01        -0.634432876E-20  -0.208476026E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04  -0.176128678E-24      -0.634432876E-20  -0.208476026E-03   0.757686810E-18  -0.119694845E-20   0.617313502E-04  -0.176128678E-24        -0.941175786E+06  -0.198052225E+07  -0.973341673E+06   0.124392561E-10   0.321003021E+06   0.140470267E-10      -0.941175786E+06  -0.198052225E+07  -0.973341673E+06   0.124392561E-10   0.321003021E+06   0.140470267E-10       0.000000000E+00   0.000000000E+00   0.000000000E+00
 
