  ID                  X_EVAL            Y_EVAL            Z_EVAL                 X_REQ             Y_REQ             Z_REQ          LAM    ELE  S_ELE                     U_X               U_Y               U_Z             EPS_XX(LOC)       EPS_YY(LOC)       EPS_ZZ(LOC)       EPS_XZ(LOC)       EPS_YZ(LOC)       EPS_XY(LOC)           EPS_XX(GLB)       EPS_YY(GLB)       EPS_ZZ(GLB)       EPS_XZ(GLB)       EPS_YZ(GLB)       EPS_XY(GLB)             SIG_XX(LOC)       SIG_YY(LOC)       SIG_ZZ(LOC)       SIG_XZ(LOC)       SIG_YZ(LOC)       SIG_XY(LOC)           SIG_XX(GLB)       SIG_YY(GLB)       SIG_ZZ(GLB)       SIG_XZ(GLB)       SIG_YZ(GLB)       SIG_XY(GLB)                    DT              VOLT                %H
   1        -0.560700739E-17   0.499999997E+00  -0.299999003E-02       0.000000000E+00   0.500000000E+00  -0.299999000E-02            1      5      1         0.202720297E-04   0.465038545E-03   0.432046128E-01        -0.208981679E-03   0.622570372E-03  -0.159693065E-03   0.211786412E-04   0.389778101E-04   0.743134581E-04      -0.208981679E-03   0.622570372E-03  -0.159693065E-03   0.211786412E-04   0.389778101E-04   0.743134581E-04        -0.328748077E+06   0.858242607E+08   0.571037426E+04   0.110128934E+06   0.565178246E+05   0.386429982E+06      -0.328748077E+06   0.858242607E+08   0.571037426E+04   0.110128934E+06   0.565178246E+05   0.386429982E+06       0.000000000E+00   0.000000000E+00   0.000000000E+00
   2        -0.560700739E-17   0.499999997E+00  -0.250000003E-02       0.000000000E+00   0.500000000E+00  -0.250000000E-02            1      5      1         0.169074140E-04   0.387516872E-03   0.432045395E-01        -0.174168699E-03   0.518754479E-03  -0.133511330E-03   0.437269009E-05   0.583416399E-04   0.619634046E-04      -0.174168699E-03   0.518754479E-03  -0.133511330E-03   0.437269009E-05   0.583416399E-04   0.619634046E-04        -0.276424651E+06   0.715105692E+08  -0.535364232E+03   0.227379885E+05   0.845953778E+05   0.322209704E+06      -0.276424651E+06   0.715105692E+08  -0.535364232E+03   0.227379885E+05   0.845953778E+05   0.322209704E+06       0.000000000E+00   0.000000000E+00   0.000000000E+00
   3        -0.560700739E-17   0.499999997E+00  -0.200000000E-02       0.000000000E+00   0.500000000E+00  -0.200000000E-02            1      5      1         0.135350946E-04   0.310002665E-03   0.432044794E-01        -0.139345900E-03   0.414966990E-03  -0.107092704E-03  -0.937793449E-05   0.741861494E-04   0.495938396E-04      -0.139345900E-03   0.414966990E-03  -0.107092704E-03  -0.937793449E-05   0.741861494E-04   0.495938396E-04        -0.222754521E+06   0.572019832E+08  -0.389354738E+04  -0.487652594E+05   0.107569917E+06   0.257887966E+06      -0.222754521E+06   0.572019832E+08  -0.389354738E+04  -0.487652594E+05   0.107569917E+06   0.257887966E+06       0.000000000E+00   0.000000000E+00   0.000000000E+00
   4        -0.560700739E-17   0.499999997E+00  -0.149999997E-02       0.000000000E+00   0.500000000E+00  -0.150000000E-02            1      5      1         0.101566661E-04   0.232495677E-03   0.432044325E-01        -0.104515807E-03   0.311203893E-03  -0.804849840E-04  -0.200728645E-04   0.865102970E-04   0.372088636E-04      -0.104515807E-03   0.311203893E-03  -0.804849840E-04  -0.200728645E-04   0.865102970E-04   0.372088636E-04        -0.168007856E+06   0.428977114E+08  -0.494155971E+04  -0.104378896E+06   0.125439931E+06   0.193486091E+06      -0.168007856E+06   0.428977114E+08  -0.494155971E+04  -0.104378896E+06   0.125439931E+06   0.193486091E+06       0.000000000E+00   0.000000000E+00   0.000000000E+00
   5        -0.560700739E-17   0.499999997E+00  -0.100000997E-02       0.000000000E+00   0.500000000E+00  -0.100001000E-02            1      5      1         0.677372382E-05   0.154995659E-03   0.432043989E-01        -0.696809402E-04   0.207461172E-03  -0.537359809E-04  -0.277119774E-04   0.953134611E-04   0.248125781E-04      -0.696809402E-04   0.207461172E-03  -0.537359809E-04  -0.277119774E-04   0.953134611E-04   0.248125781E-04        -0.112454910E+06   0.285969624E+08  -0.425697125E+04  -0.144102282E+06   0.138204519E+06   0.129025406E+06      -0.112454910E+06   0.285969624E+08  -0.425697125E+04  -0.144102282E+06   0.138204519E+06   0.129025406E+06       0.000000000E+00   0.000000000E+00   0.000000000E+00
 
   6        -0.560700739E-17   0.499999997E+00  -0.999990034E-03       0.000000000E+00   0.500000000E+00  -0.999990000E-03            2      5      2         0.677358889E-05   0.154992569E-03   0.432043989E-01        -0.696795514E-04   0.207457036E-03  -0.537349123E-04  -0.277122210E-04   0.953137419E-04   0.248120837E-04      -0.696795514E-04   0.207457036E-03  -0.537349123E-04  -0.277122210E-04   0.953137419E-04   0.248120837E-04         0.305745962E+07   0.593968014E+07   0.190370003E+05   0.865701312E+05   0.264957777E+06  -0.356325994E+07       0.305745962E+07   0.593968014E+07   0.190370003E+05   0.865701312E+05   0.264957777E+06  -0.356325994E+07       0.000000000E+00   0.000000000E+00   0.000000000E+00
   7        -0.560700739E-17   0.499999997E+00  -0.500000035E-03       0.000000000E+00   0.500000000E+00  -0.500000000E-03            2      5      2         0.338759204E-05   0.774961600E-04   0.432043787E-01        -0.348410373E-04   0.103726510E-03  -0.268913620E-04  -0.322956401E-04   0.100595722E-03   0.124080927E-04      -0.348410373E-04   0.103726510E-03  -0.268913620E-04  -0.322956401E-04   0.100595722E-03   0.124080927E-04         0.152842614E+07   0.296952864E+07   0.922981581E+04   0.812339746E+05   0.273926449E+06  -0.178145302E+07       0.152842614E+07   0.296952864E+07   0.922981581E+04   0.812339746E+05   0.273926449E+06  -0.178145302E+07       0.000000000E+00   0.000000000E+00   0.000000000E+00
   8        -0.560700739E-17   0.499999997E+00  -0.560700739E-19       0.000000000E+00   0.500000000E+00   0.000000000E+00            2      5      2        -0.220252012E-17  -0.413848796E-17   0.432043720E-01        -0.387796458E-17  -0.135291786E-16  -0.139363494E-16  -0.338234874E-04   0.102356452E-03  -0.112082944E-16      -0.387796458E-17  -0.135291786E-16  -0.139363494E-16  -0.338234874E-04   0.102356452E-03  -0.112082944E-16        -0.352820377E-06  -0.453193003E-06  -0.240427694E-06   0.794552510E+05   0.276916162E+06   0.160058989E-06      -0.352820377E-06  -0.453193003E-06  -0.240427694E-06   0.794552510E+05   0.276916162E+06   0.160058989E-06       0.000000000E+00   0.000000000E+00   0.000000000E+00
   9        -0.560700739E-17   0.499999997E+00   0.500000035E-03       0.000000000E+00   0.500000000E+00   0.500000000E-03            2      5      2        -0.338759204E-05  -0.774961600E-04   0.432043787E-01         0.348410373E-04  -0.103726510E-03   0.268913620E-04  -0.322956401E-04   0.100595722E-03  -0.124080927E-04       0.348410373E-04  -0.103726510E-03   0.268913620E-04  -0.322956401E-04   0.100595722E-03  -0.124080927E-04        -0.152842614E+07  -0.296952864E+07  -0.922981581E+04   0.812339746E+05   0.273926449E+06   0.178145302E+07      -0.152842614E+07  -0.296952864E+07  -0.922981581E+04   0.812339746E+05   0.273926449E+06   0.178145302E+07       0.000000000E+00   0.000000000E+00   0.000000000E+00
