31

1   0.00000000D+00  0.00000000D+00  0.00000000D+00  TE  2
2   0.00000000D+00  0.03333333D+00  0.00000000D+00  TE  2
3   0.00000000D+00  0.06666667D+00  0.00000000D+00  TE  2
4   0.00000000D+00  0.10000000D+00  0.00000000D+00  TE  2
5   0.00000000D+00  0.13333333D+00  0.00000000D+00  TE  2
6   0.00000000D+00  0.16666667D+00  0.00000000D+00  TE  2
7   0.00000000D+00  0.20000000D+00  0.00000000D+00  TE  2
8   0.00000000D+00  0.23333333D+00  0.00000000D+00  TE  2
9   0.00000000D+00  0.26666667D+00  0.00000000D+00  TE  2
10  0.00000000D+00  0.30000000D+00  0.00000000D+00  TE  2
11  0.00000000D+00  0.33333333D+00  0.00000000D+00  TE  2
12  0.00000000D+00  0.36666667D+00  0.00000000D+00  TE  2
13  0.00000000D+00  0.40000000D+00  0.00000000D+00  TE  2
14  0.00000000D+00  0.43333333D+00  0.00000000D+00  TE  2
15  0.00000000D+00  0.46666667D+00  0.00000000D+00  TE  2
16  0.00000000D+00  0.50000000D+00  0.00000000D+00  TE  2
17  0.00000000D+00  0.53333333D+00  0.00000000D+00  TE  2
18  0.00000000D+00  0.56666667D+00  0.00000000D+00  TE  2
19  0.00000000D+00  0.60000000D+00  0.00000000D+00  TE  2
20  0.00000000D+00  0.63333333D+00  0.00000000D+00  TE  2
21  0.00000000D+00  0.66666667D+00  0.00000000D+00  TE  2
22  0.00000000D+00  0.70000000D+00  0.00000000D+00  TE  2
23  0.00000000D+00  0.73333333D+00  0.00000000D+00  TE  2
24  0.00000000D+00  0.76666667D+00  0.00000000D+00  TE  2
25  0.00000000D+00  0.80000000D+00  0.00000000D+00  TE  2
26  0.00000000D+00  0.83333333D+00  0.00000000D+00  TE  2
27  0.00000000D+00  0.86666667D+00  0.00000000D+00  TE  2
28  0.00000000D+00  0.90000000D+00  0.00000000D+00  TE  2
29  0.00000000D+00  0.93333333D+00  0.00000000D+00  TE  2
30  0.00000000D+00  0.96666667D+00  0.00000000D+00  TE  2
31  0.00000000D+00  1.00000000D+00  0.00000000D+00  TE  2




