31

1   0.00000000D+00  0.00000000D+00  0.00000000D+00  TE  5
2   0.00000000D+00  0.03333333D+00  0.00000000D+00  TE  5
3   0.00000000D+00  0.06666667D+00  0.00000000D+00  TE  5
4   0.00000000D+00  0.10000000D+00  0.00000000D+00  TE  5
5   0.00000000D+00  0.13333333D+00  0.00000000D+00  TE  5
6   0.00000000D+00  0.16666667D+00  0.00000000D+00  TE  5
7   0.00000000D+00  0.20000000D+00  0.00000000D+00  TE  5
8   0.00000000D+00  0.23333333D+00  0.00000000D+00  TE  5
9   0.00000000D+00  0.26666667D+00  0.00000000D+00  TE  5
10  0.00000000D+00  0.30000000D+00  0.00000000D+00  TE  5
11  0.00000000D+00  0.33333333D+00  0.00000000D+00  TE  5
12  0.00000000D+00  0.36666667D+00  0.00000000D+00  TE  5
13  0.00000000D+00  0.40000000D+00  0.00000000D+00  TE  5
14  0.00000000D+00  0.43333333D+00  0.00000000D+00  TE  5
15  0.00000000D+00  0.46666667D+00  0.00000000D+00  TE  5
16  0.00000000D+00  0.50000000D+00  0.00000000D+00  TE  5
17  0.00000000D+00  0.53333333D+00  0.00000000D+00  TE  5
18  0.00000000D+00  0.56666667D+00  0.00000000D+00  TE  5
19  0.00000000D+00  0.60000000D+00  0.00000000D+00  TE  5
20  0.00000000D+00  0.63333333D+00  0.00000000D+00  TE  5
21  0.00000000D+00  0.66666667D+00  0.00000000D+00  TE  5
22  0.00000000D+00  0.70000000D+00  0.00000000D+00  TE  5
23  0.00000000D+00  0.73333333D+00  0.00000000D+00  TE  5
24  0.00000000D+00  0.76666667D+00  0.00000000D+00  TE  5
25  0.00000000D+00  0.80000000D+00  0.00000000D+00  TE  5
26  0.00000000D+00  0.83333333D+00  0.00000000D+00  TE  5
27  0.00000000D+00  0.86666667D+00  0.00000000D+00  TE  5
28  0.00000000D+00  0.90000000D+00  0.00000000D+00  TE  5
29  0.00000000D+00  0.93333333D+00  0.00000000D+00  TE  5
30  0.00000000D+00  0.96666667D+00  0.00000000D+00  TE  5
31  0.00000000D+00  1.00000000D+00  0.00000000D+00  TE  5




